Index	UID	Province/State	County	Combined_Key
1857	84036049	New York	Lewis	Lewis, New York, US
1858	84036051	New York	Livingston	Livingston, New York, US
1859	84036053	New York	Madison	Madison, New York, US
1860	84036055	New York	Monroe	Monroe, New York, US
1861	84036057	New York	Montgomery	Montgomery, New York, US
1862	84036059	New York	Nassau	Nassau, New York, US
1863	84036061	New York	New York	New York City, New York, US
1864	84036063	New York	Niagara	Niagara, New York, US
1865	84036065	New York	Oneida	Oneida, New York, US
1866	84036067	New York	Onondaga	Onondaga, New York, US
1867	84036069	New York	Ontario	Ontario, New York, US
1868	84036071	New York	Orange	Orange, New York, US
1869	84036073	New York	Orleans	Orleans, New York, US
1870	84036075	New York	Oswego	Oswego, New York, US
1871	84036077	New York	Otsego	Otsego, New York, US
1872	84036079	New York	Putnam	Putnam, New York, US
1873	84036081	New York	Queens	Queens, New York, US
1874	84036083	New York	Rensselaer	Rensselaer, New York, US
1875	84036085	New York	Richmond	Richmond, New York, US
1876	84036087	New York	Rockland	Rockland, New York, US
1877	84036089	New York	St. Lawrence	St. Lawrence, New York, US
1878	84036091	New York	Saratoga	Saratoga, New York, US
1879	84036093	New York	Schenectady	Schenectady, New York, US
1880	84036095	New York	Schoharie	Schoharie, New York, US
1881	84036097	New York	Schuyler	Schuyler, New York, US
1882	84036099	New York	Seneca	Seneca, New York, US
1883	84036101	New York	Steuben	Steuben, New York, US
1884	84036103	New York	Suffolk	Suffolk, New York, US
1885	84036105	New York	Sullivan	Sullivan, New York, US
1886	84036107	New York	Tioga	Tioga, New York, US
1887	84036109	New York	Tompkins	Tompkins, New York, US
1888	84036111	New York	Ulster	Ulster, New York, US
1889	84036113	New York	Warren	Warren, New York, US
1890	84036115	New York	Washington	Washington, New York, US
1891	84036117	New York	Wayne	Wayne, New York, US
1892	84036119	New York	Westchester	Westchester, New York, US
1893	84036121	New York	Wyoming	Wyoming, New York, US
1894	84036123	New York	Yates	Yates, New York, US
1895	84037001	North Carolina	Alamance	Alamance, North Carolina, US
1896	84037003	North Carolina	Alexander	Alexander,North Carolina,US
1897	84037005	North Carolina	Alleghany	Alleghany, North Carolina, US
1898	84037007	North Carolina	Anson	Anson, North Carolina, US
1899	84037009	North Carolina	Ashe	Ashe, North Carolina, US
1900	84037011	North Carolina	Avery	Avery, North Carolina, US
1901	84037013	North Carolina	Beaufort	Beaufort, North Carolina, US
1902	84037015	North Carolina	Bertie	Bertie, North Carolina, US
1903	84037017	North Carolina	Bladen	Bladen, North Carolina, US
1904	84037019	North Carolina	Brunswick	Brunswick, North Carolina, US
1905	84037021	North Carolina	Buncombe	Buncombe, North Carolina, US
1906	84037023	North Carolina	Burke	Burke, North Carolina, US
1907	84037025	North Carolina	Cabarrus	Cabarrus, North Carolina, US
1908	84037027	North Carolina	Caldwell	Caldwell, North Carolina, US
1909	84037029	North Carolina	Camden	Camden, North Carolina, US
1910	84037031	North Carolina	Carteret	Carteret, North Carolina, US
1911	84037033	North Carolina	Caswell	Caswell, North Carolina, US
1912	84037035	North Carolina	Catawba	Catawba, North Carolina, US
1913	84037037	North Carolina	Chatham	Chatham, North Carolina, US
1914	84037039	North Carolina	Cherokee	Cherokee, North Carolina, US
1915	84037041	North Carolina	Chowan	Chowan, North Carolina, US
1916	84037043	North Carolina	Clay	Clay, North Carolina, US
1917	84037045	North Carolina	Cleveland	Cleveland, North Carolina, US
1918	84037047	North Carolina	Columbus	Columbus, North Carolina, US
1919	84037049	North Carolina	Craven	Craven, North Carolina, US
1920	84037051	North Carolina	Cumberland	Cumberland, North Carolina, US
1921	84037053	North Carolina	Currituck	Currituck, North Carolina, US
1922	84037055	North Carolina	Dare	Dare, North Carolina, US
1923	84037057	North Carolina	Davidson	Davidson, North Carolina, US
1924	84037059	North Carolina	Davie	Davie, North Carolina, US
1925	84037061	North Carolina	Duplin	Duplin, North Carolina, US
1926	84037063	North Carolina	Durham	Durham, North Carolina, US
1927	84037065	North Carolina	Edgecombe	Edgecombe, North Carolina, US
1928	84037067	North Carolina	Forsyth	Forsyth, North Carolina, US
1929	84037069	North Carolina	Franklin	Franklin, North Carolina, US
1930	84037071	North Carolina	Gaston	Gaston, North Carolina, US
1931	84037073	North Carolina	Gates	Gates, North Carolina, US
1932	84037075	North Carolina	Graham	Graham, North Carolina, US
1933	84037077	North Carolina	Granville	Granville, North Carolina, US
1934	84037079	North Carolina	Greene	Greene, North Carolina, US
1935	84037081	North Carolina	Guilford	Guilford, North Carolina, US
1936	84037083	North Carolina	Halifax	Halifax, North Carolina, US
1937	84037085	North Carolina	Harnett	Harnett, North Carolina, US
1938	84037087	North Carolina	Haywood	Haywood, North Carolina, US
1939	84037089	North Carolina	Henderson	Henderson, North Carolina, US
1940	84037091	North Carolina	Hertford	Hertford, North Carolina, US
1941	84037093	North Carolina	Hoke	Hoke, North Carolina, US
1942	84037095	North Carolina	Hyde	Hyde, North Carolina, US
1943	84037097	North Carolina	Iredell	Iredell, North Carolina, US
1944	84037099	North Carolina	Jackson	Jackson, North Carolina, US
1945	84037101	North Carolina	Johnston	Johnston, North Carolina, US
1946	84037103	North Carolina	Jones	Jones, North Carolina, US
1947	84037105	North Carolina	Lee	Lee, North Carolina, US
1948	84037107	North Carolina	Lenoir	Lenoir, North Carolina, US
1949	84037109	North Carolina	Lincoln	Lincoln, North Carolina, US
1950	84037111	North Carolina	McDowell	McDowell, North Carolina, US
1951	84037113	North Carolina	Macon	Macon, North Carolina, US
1952	84037115	North Carolina	Madison	Madison, North Carolina, US
1953	84037117	North Carolina	Martin	Martin, North Carolina, US
1954	84037119	North Carolina	Mecklenburg	Mecklenburg, North Carolina, US
1955	84037121	North Carolina	Mitchell	Mitchell, North Carolina, US
1956	84037123	North Carolina	Montgomery	Montgomery, North Carolina, US
1957	84037125	North Carolina	Moore	Moore, North Carolina, US
1958	84037127	North Carolina	Nash	Nash, North Carolina, US
1959	84037129	North Carolina	New Hanover	New Hanover, North Carolina, US
1960	84037131	North Carolina	Northampton	Northampton, North Carolina, US
1961	84037133	North Carolina	Onslow	Onslow, North Carolina, US
1962	84037135	North Carolina	Orange	Orange, North Carolina, US
1963	84037137	North Carolina	Pamlico	Pamlico, North Carolina, US
1964	84037139	North Carolina	Pasquotank	Pasquotank, North Carolina, US
1965	84037141	North Carolina	Pender	Pender, North Carolina, US
1966	84037143	North Carolina	Perquimans	Perquimans, North Carolina, US
1967	84037145	North Carolina	Person	Person, North Carolina, US
1968	84037147	North Carolina	Pitt	Pitt, North Carolina, US
1969	84037149	North Carolina	Polk	Polk, North Carolina, US
1970	84037151	North Carolina	Randolph	Randolph, North Carolina, US
1971	84037153	North Carolina	Richmond	Richmond, North Carolina, US
1972	84037155	North Carolina	Robeson	Robeson, North Carolina, US
1973	84037157	North Carolina	Rockingham	Rockingham, North Carolina, US
1974	84037159	North Carolina	Rowan	Rowan, North Carolina, US
1975	84037161	North Carolina	Rutherford	Rutherford, North Carolina, US
1976	84037163	North Carolina	Sampson	Sampson, North Carolina, US
1977	84037165	North Carolina	Scotland	Scotland, North Carolina, US
1978	84037167	North Carolina	Stanly	Stanly, North Carolina, US
1979	84037169	North Carolina	Stokes	Stokes, North Carolina, US
1980	84037171	North Carolina	Surry	Surry, North Carolina, US
1981	84037173	North Carolina	Swain	Swain, North Carolina, US
1982	84037175	North Carolina	Transylvania	Transylvania, North Carolina, US
1983	84037177	North Carolina	Tyrrell	Tyrrell, North Carolina, US
1984	84037179	North Carolina	Union	Union, North Carolina, US
1985	84037181	North Carolina	Vance	Vance, North Carolina, US
1986	84037183	North Carolina	Wake	Wake, North Carolina, US
1987	84037185	North Carolina	Warren	Warren, North Carolina, US
1988	84037187	North Carolina	Washington	Washington, North Carolina, US
1989	84037189	North Carolina	Watauga	Watauga, North Carolina, US
1990	84037191	North Carolina	Wayne	Wayne, North Carolina, US
1991	84037193	North Carolina	Wilkes	Wilkes, North Carolina, US
1992	84037195	North Carolina	Wilson	Wilson, North Carolina, US
1993	84037197	North Carolina	Yadkin	Yadkin, North Carolina, US
1994	84037199	North Carolina	Yancey	Yancey, North Carolina, US
1995	84038001	North Dakota	Adams	Adams, North Dakota, US
1996	84038003	North Dakota	Barnes	Barnes, North Dakota, US
1997	84038005	North Dakota	Benson	Benson, North Dakota, US
1998	84038007	North Dakota	Billings	Billings, North Dakota, US
1999	84038009	North Dakota	Bottineau	Bottineau, North Dakota, US
2000	84038011	North Dakota	Bowman	Bowman, North Dakota, US
2001	84038013	North Dakota	Burke	Burke, North Dakota, US
2002	84038015	North Dakota	Burleigh	Burleigh, North Dakota, US
2003	84038017	North Dakota	Cass	Cass, North Dakota, US
2004	84038019	North Dakota	Cavalier	Cavalier, North Dakota, US
2005	84038021	North Dakota	Dickey	Dickey, North Dakota, US
2006	84038023	North Dakota	Divide	Divide, North Dakota, US
2007	84038025	North Dakota	Dunn	Dunn, North Dakota, US
2008	84038027	North Dakota	Eddy	Eddy, North Dakota, US
2009	84038029	North Dakota	Emmons	Emmons, North Dakota, US
2010	84038031	North Dakota	Foster	Foster, North Dakota, US
2011	84038033	North Dakota	Golden Valley	Golden Valley, North Dakota, US
2012	84038035	North Dakota	Grand Forks	Grand Forks, North Dakota, US
2013	84038037	North Dakota	Grant	Grant, North Dakota, US
2014	84038039	North Dakota	Griggs	Griggs, North Dakota, US
2015	84038041	North Dakota	Hettinger	Hettinger, North Dakota, US
2016	84038043	North Dakota	Kidder	Kidder, North Dakota, US
2017	84038045	North Dakota	LaMoure	LaMoure, North Dakota, US
2018	84038047	North Dakota	Logan	Logan, North Dakota, US
2019	84038049	North Dakota	McHenry	McHenry, North Dakota, US
2020	84038051	North Dakota	McIntosh	McIntosh, North Dakota, US
2021	84038053	North Dakota	McKenzie	McKenzie, North Dakota, US
2022	84038055	North Dakota	McLean	McLean, North Dakota, US
2023	84038057	North Dakota	Mercer	Mercer, North Dakota, US
2024	84038059	North Dakota	Morton	Morton, North Dakota, US
2025	84038061	North Dakota	Mountrail	Mountrail, North Dakota, US
2026	84038063	North Dakota	Nelson	Nelson, North Dakota, US
2027	84038065	North Dakota	Oliver	Oliver, North Dakota, US
2028	84038067	North Dakota	Pembina	Pembina, North Dakota, US
2029	84038069	North Dakota	Pierce	Pierce, North Dakota, US
2030	84038071	North Dakota	Ramsey	Ramsey, North Dakota, US
2031	84038073	North Dakota	Ransom	Ransom, North Dakota, US
2032	84038075	North Dakota	Renville	Renville, North Dakota, US
2033	84038077	North Dakota	Richland	Richland, North Dakota, US
2034	84038079	North Dakota	Rolette	Rolette, North Dakota, US
2035	84038081	North Dakota	Sargent	Sargent, North Dakota, US
2036	84038083	North Dakota	Sheridan	Sheridan, North Dakota, US
2037	84038085	North Dakota	Sioux	Sioux, North Dakota, US
2038	84038087	North Dakota	Slope	Slope, North Dakota, US
2039	84038089	North Dakota	Stark	Stark, North Dakota, US
2040	84038091	North Dakota	Steele	Steele, North Dakota, US
2041	84038093	North Dakota	Stutsman	Stutsman, North Dakota, US
2042	84038095	North Dakota	Towner	Towner, North Dakota, US
2043	84038097	North Dakota	Traill	Traill, North Dakota, US
2044	84038099	North Dakota	Walsh	Walsh, North Dakota, US
2045	84038101	North Dakota	Ward	Ward, North Dakota, US
2046	84038103	North Dakota	Wells	Wells, North Dakota, US
2047	84038105	North Dakota	Williams	Williams, North Dakota, US
2048	84039001	Ohio	Adams	Adams, Ohio, US
2049	84039003	Ohio	Allen	Allen, Ohio, US
2050	84039005	Ohio	Ashland	Ashland, Ohio, US
2051	84039007	Ohio	Ashtabula	Ashtabula, Ohio, US
2052	84039009	Ohio	Athens	Athens, Ohio, US
2053	84039011	Ohio	Auglaize	Auglaize, Ohio, US
2054	84039013	Ohio	Belmont	Belmont, Ohio, US
2055	84039015	Ohio	Brown	Brown, Ohio, US
2056	84039017	Ohio	Butler	Butler, Ohio, US
2057	84039019	Ohio	Carroll	Carroll, Ohio, US
2058	84039021	Ohio	Champaign	Champaign, Ohio, US
2059	84039023	Ohio	Clark	Clark, Ohio, US
2060	84039025	Ohio	Clermont	Clermont, Ohio, US
2061	84039027	Ohio	Clinton	Clinton, Ohio, US
2062	84039029	Ohio	Columbiana	Columbiana, Ohio, US
2063	84039031	Ohio	Coshocton	Coshocton, Ohio, US
2064	84039033	Ohio	Crawford	Crawford, Ohio, US
2065	84039035	Ohio	Cuyahoga	Cuyahoga, Ohio, US
2066	84039037	Ohio	Darke	Darke, Ohio, US
2067	84039039	Ohio	Defiance	Defiance, Ohio, US
2068	84039041	Ohio	Delaware	Delaware, Ohio, US
2069	84039043	Ohio	Erie	Erie, Ohio, US
2070	84039045	Ohio	Fairfield	Fairfield, Ohio, US
2071	84039047	Ohio	Fayette	Fayette, Ohio, US
2072	84039049	Ohio	Franklin	Franklin, Ohio, US
2073	84039051	Ohio	Fulton	Fulton, Ohio, US
2074	84039053	Ohio	Gallia	Gallia, Ohio, US
2075	84039055	Ohio	Geauga	Geauga, Ohio, US
2076	84039057	Ohio	Greene	Greene, Ohio, US
2077	84039059	Ohio	Guernsey	Guernsey, Ohio, US
2078	84039061	Ohio	Hamilton	Hamilton, Ohio, US
2079	84039063	Ohio	Hancock	Hancock, Ohio, US
2080	84039065	Ohio	Hardin	Hardin, Ohio, US
2081	84039067	Ohio	Harrison	Harrison, Ohio, US
2082	84039069	Ohio	Henry	Henry, Ohio, US
2083	84039071	Ohio	Highland	Highland, Ohio, US
2084	84039073	Ohio	Hocking	Hocking, Ohio, US
2085	84039075	Ohio	Holmes	Holmes, Ohio, US
2086	84039077	Ohio	Huron	Huron, Ohio, US
2087	84039079	Ohio	Jackson	Jackson, Ohio, US
2088	84039081	Ohio	Jefferson	Jefferson, Ohio, US
2089	84039083	Ohio	Knox	Knox, Ohio, US
2090	84039085	Ohio	Lake	Lake, Ohio, US
2091	84039087	Ohio	Lawrence	Lawrence, Ohio, US
2092	84039089	Ohio	Licking	Licking, Ohio, US
2093	84039091	Ohio	Logan	Logan, Ohio, US
2094	84039093	Ohio	Lorain	Lorain, Ohio, US
2095	84039095	Ohio	Lucas	Lucas, Ohio, US
2096	84039097	Ohio	Madison	Madison, Ohio, US
2097	84039099	Ohio	Mahoning	Mahoning, Ohio, US
2098	84039101	Ohio	Marion	Marion, Ohio, US
2099	84039103	Ohio	Medina	Medina, Ohio, US
2100	84039105	Ohio	Meigs	Meigs, Ohio, US
2101	84039107	Ohio	Mercer	Mercer, Ohio, US
2102	84039109	Ohio	Miami	Miami, Ohio, US
2103	84039111	Ohio	Monroe	Monroe, Ohio, US
2104	84039113	Ohio	Montgomery	Montgomery, Ohio, US
2105	84039115	Ohio	Morgan	Morgan, Ohio, US
2106	84039117	Ohio	Morrow	Morrow, Ohio, US
2107	84039119	Ohio	Muskingum	Muskingum, Ohio, US
2108	84039121	Ohio	Noble	Noble, Ohio, US
2109	84039123	Ohio	Ottawa	Ottawa, Ohio, US
2110	84039125	Ohio	Paulding	Paulding, Ohio, US
2111	84039127	Ohio	Perry	Perry, Ohio, US
2112	84039129	Ohio	Pickaway	Pickaway, Ohio, US
2113	84039131	Ohio	Pike	Pike, Ohio, US
2114	84039133	Ohio	Portage	Portage, Ohio, US
2115	84039135	Ohio	Preble	Preble, Ohio, US
2116	84039137	Ohio	Putnam	Putnam, Ohio, US
2117	84039139	Ohio	Richland	Richland, Ohio, US
2118	84039141	Ohio	Ross	Ross, Ohio, US
2119	84039143	Ohio	Sandusky	Sandusky, Ohio, US
2120	84039145	Ohio	Scioto	Scioto, Ohio, US
2121	84039147	Ohio	Seneca	Seneca, Ohio, US
2122	84039149	Ohio	Shelby	Shelby, Ohio, US
2123	84039151	Ohio	Stark	Stark, Ohio, US
2124	84039153	Ohio	Summit	Summit, Ohio, US
2125	84039155	Ohio	Trumbull	Trumbull, Ohio, US
2126	84039157	Ohio	Tuscarawas	Tuscarawas, Ohio, US
2127	84039159	Ohio	Union	Union, Ohio, US
2128	84039161	Ohio	Van Wert	Van Wert, Ohio, US
2129	84039163	Ohio	Vinton	Vinton, Ohio, US
2130	84039165	Ohio	Warren	Warren, Ohio, US
2131	84039167	Ohio	Washington	Washington, Ohio, US
2132	84039169	Ohio	Wayne	Wayne, Ohio, US
2133	84039171	Ohio	Williams	Williams, Ohio, US
2134	84039173	Ohio	Wood	Wood, Ohio, US
2135	84039175	Ohio	Wyandot	Wyandot, Ohio, US
2136	84040001	Oklahoma	Adair	Adair, Oklahoma, US
2137	84040003	Oklahoma	Alfalfa	Alfalfa, Oklahoma, US
2138	84040005	Oklahoma	Atoka	Atoka, Oklahoma, US
2139	84040007	Oklahoma	Beaver	Beaver, Oklahoma, US
2140	84040009	Oklahoma	Beckham	Beckham, Oklahoma, US
2141	84040011	Oklahoma	Blaine	Blaine, Oklahoma, US
2142	84040013	Oklahoma	Bryan	Bryan, Oklahoma, US
2143	84040015	Oklahoma	Caddo	Caddo, Oklahoma, US
2144	84040017	Oklahoma	Canadian	Canadian, Oklahoma, US
2145	84040019	Oklahoma	Carter	Carter, Oklahoma, US
2146	84040021	Oklahoma	Cherokee	Cherokee, Oklahoma, US
2147	84040023	Oklahoma	Choctaw	Choctaw, Oklahoma, US
2148	84040025	Oklahoma	Cimarron	Cimarron, Oklahoma, US
2149	84040027	Oklahoma	Cleveland	Cleveland, Oklahoma, US
2150	84040029	Oklahoma	Coal	Coal, Oklahoma, US
2151	84040031	Oklahoma	Comanche	Comanche, Oklahoma, US
2152	84040033	Oklahoma	Cotton	Cotton, Oklahoma, US
2153	84040035	Oklahoma	Craig	Craig, Oklahoma, US
2154	84040037	Oklahoma	Creek	Creek, Oklahoma, US
2155	84040039	Oklahoma	Custer	Custer, Oklahoma, US
2156	84040041	Oklahoma	Delaware	Delaware, Oklahoma, US
2157	84040043	Oklahoma	Dewey	Dewey, Oklahoma, US
2158	84040045	Oklahoma	Ellis	Ellis, Oklahoma, US
2159	84040047	Oklahoma	Garfield	Garfield, Oklahoma, US
2160	84040049	Oklahoma	Garvin	Garvin, Oklahoma, US
2161	84040051	Oklahoma	Grady	Grady, Oklahoma, US
2162	84040053	Oklahoma	Grant	Grant, Oklahoma, US
2163	84040055	Oklahoma	Greer	Greer, Oklahoma, US
2164	84040057	Oklahoma	Harmon	Harmon, Oklahoma, US
2165	84040059	Oklahoma	Harper	Harper, Oklahoma, US
2166	84040061	Oklahoma	Haskell	Haskell, Oklahoma, US
2167	84040063	Oklahoma	Hughes	Hughes, Oklahoma, US
2168	84040065	Oklahoma	Jackson	Jackson, Oklahoma, US
2169	84040067	Oklahoma	Jefferson	Jefferson, Oklahoma, US
2170	84040069	Oklahoma	Johnston	Johnston, Oklahoma, US
2171	84040071	Oklahoma	Kay	Kay, Oklahoma, US
2172	84040073	Oklahoma	Kingfisher	Kingfisher, Oklahoma, US
2173	84040075	Oklahoma	Kiowa	Kiowa, Oklahoma, US
2174	84040077	Oklahoma	Latimer	Latimer, Oklahoma, US
2175	84040079	Oklahoma	Le Flore	Le Flore, Oklahoma, US
2176	84040081	Oklahoma	Lincoln	Lincoln, Oklahoma, US
2177	84040083	Oklahoma	Logan	Logan, Oklahoma, US
2178	84040085	Oklahoma	Love	Love, Oklahoma, US
2179	84040087	Oklahoma	McClain	McClain, Oklahoma, US
2180	84040089	Oklahoma	McCurtain	McCurtain, Oklahoma, US
2181	84040091	Oklahoma	McIntosh	McIntosh, Oklahoma, US
2182	84040093	Oklahoma	Major	Major, Oklahoma, US
2183	84040095	Oklahoma	Marshall	Marshall, Oklahoma, US
2184	84040097	Oklahoma	Mayes	Mayes, Oklahoma, US
2185	84040099	Oklahoma	Murray	Murray, Oklahoma, US
2186	84040101	Oklahoma	Muskogee	Muskogee, Oklahoma, US
2187	84040103	Oklahoma	Noble	Noble, Oklahoma, US
2188	84040105	Oklahoma	Nowata	Nowata, Oklahoma, US
2189	84040107	Oklahoma	Okfuskee	Okfuskee, Oklahoma, US
2190	84040109	Oklahoma	Oklahoma	Oklahoma, Oklahoma, US
2191	84040111	Oklahoma	Okmulgee	Okmulgee, Oklahoma, US
2192	84040113	Oklahoma	Osage	Osage, Oklahoma, US
2193	84040115	Oklahoma	Ottawa	Ottawa, Oklahoma, US
2194	84040117	Oklahoma	Pawnee	Pawnee, Oklahoma, US
2195	84040119	Oklahoma	Payne	Payne, Oklahoma, US
2196	84040121	Oklahoma	Pittsburg	Pittsburg, Oklahoma, US
2197	84040123	Oklahoma	Pontotoc	Pontotoc, Oklahoma, US
2198	84040125	Oklahoma	Pottawatomie	Pottawatomie, Oklahoma, US
2199	84040127	Oklahoma	Pushmataha	Pushmataha, Oklahoma, US
2200	84040129	Oklahoma	Roger Mills	Roger Mills, Oklahoma, US
2201	84040131	Oklahoma	Rogers	Rogers, Oklahoma, US
2202	84040133	Oklahoma	Seminole	Seminole, Oklahoma, US
2203	84040135	Oklahoma	Sequoyah	Sequoyah, Oklahoma, US
2204	84040137	Oklahoma	Stephens	Stephens, Oklahoma, US
2205	84040139	Oklahoma	Texas	Texas, Oklahoma, US
2206	84040141	Oklahoma	Tillman	Tillman, Oklahoma, US
2207	84040143	Oklahoma	Tulsa	Tulsa, Oklahoma, US
2208	84040145	Oklahoma	Wagoner	Wagoner, Oklahoma, US
2209	84040147	Oklahoma	Washington	Washington, Oklahoma, US
2210	84040149	Oklahoma	Washita	Washita, Oklahoma, US
2211	84040151	Oklahoma	Woods	Woods, Oklahoma, US
2212	84040153	Oklahoma	Woodward	Woodward, Oklahoma, US
2213	84041001	Oregon	Baker	Baker, Oregon, US
2214	84041003	Oregon	Benton	Benton, Oregon, US
2215	84041005	Oregon	Clackamas	Clackamas, Oregon, US
2216	84041007	Oregon	Clatsop	Clatsop, Oregon, US
2217	84041009	Oregon	Columbia	Columbia, Oregon, US
2218	84041011	Oregon	Coos	Coos, Oregon, US
2219	84041013	Oregon	Crook	Crook, Oregon, US
2220	84041015	Oregon	Curry	Curry, Oregon, US
2221	84041017	Oregon	Deschutes	Deschutes, Oregon, US
2222	84041019	Oregon	Douglas	Douglas, Oregon, US
2223	84041021	Oregon	Gilliam	Gilliam, Oregon, US
2224	84041023	Oregon	Grant	Grant, Oregon, US
2225	84041025	Oregon	Harney	Harney, Oregon, US
2226	84041027	Oregon	Hood River	Hood River, Oregon, US
2227	84041029	Oregon	Jackson	Jackson, Oregon, US
2228	84041031	Oregon	Jefferson	Jefferson, Oregon, US
2229	84041033	Oregon	Josephine	Josephine, Oregon, US
2230	84041035	Oregon	Klamath	Klamath, Oregon, US
2231	84041037	Oregon	Lake	Lake, Oregon, US
2232	84041039	Oregon	Lane	Lane, Oregon, US
2233	84041041	Oregon	Lincoln	Lincoln, Oregon, US
2234	84041043	Oregon	Linn	Linn, Oregon, US
2235	84041045	Oregon	Malheur	Malheur, Oregon, US
2236	84041047	Oregon	Marion	Marion, Oregon, US
2237	84041049	Oregon	Morrow	Morrow, Oregon, US
2238	84041051	Oregon	Multnomah	Multnomah, Oregon, US
2239	84041053	Oregon	Polk	Polk, Oregon, US
2240	84041055	Oregon	Sherman	Sherman, Oregon, US
2241	84041057	Oregon	Tillamook	Tillamook, Oregon, US
2242	84041059	Oregon	Umatilla	Umatilla, Oregon, US
2243	84041061	Oregon	Union	Union, Oregon, US
2244	84041063	Oregon	Wallowa	Wallowa, Oregon, US
2245	84041065	Oregon	Wasco	Wasco, Oregon, US
2246	84041067	Oregon	Washington	Washington, Oregon, US
2247	84041069	Oregon	Wheeler	Wheeler, Oregon, US
2248	84041071	Oregon	Yamhill	Yamhill, Oregon, US
2249	84042001	Pennsylvania	Adams	Adams, Pennsylvania, US
2250	84042003	Pennsylvania	Allegheny	Allegheny, Pennsylvania, US
2251	84042005	Pennsylvania	Armstrong	Armstrong, Pennsylvania, US
2252	84042007	Pennsylvania	Beaver	Beaver, Pennsylvania, US
2253	84042009	Pennsylvania	Bedford	Bedford, Pennsylvania, US
2254	84042011	Pennsylvania	Berks	Berks, Pennsylvania, US
2255	84042013	Pennsylvania	Blair	Blair, Pennsylvania, US
2256	84042015	Pennsylvania	Bradford	Bradford, Pennsylvania, US
2257	84042017	Pennsylvania	Bucks	Bucks, Pennsylvania, US
2258	84042019	Pennsylvania	Butler	Butler, Pennsylvania, US
2259	84042021	Pennsylvania	Cambria	Cambria, Pennsylvania, US
2260	84042023	Pennsylvania	Cameron	Cameron, Pennsylvania, US
2261	84042025	Pennsylvania	Carbon	Carbon, Pennsylvania, US
2262	84042027	Pennsylvania	Centre	Centre, Pennsylvania, US
2263	84042029	Pennsylvania	Chester	Chester, Pennsylvania, US
2264	84042031	Pennsylvania	Clarion	Clarion, Pennsylvania, US
2265	84042033	Pennsylvania	Clearfield	Clearfield, Pennsylvania, US
2266	84042035	Pennsylvania	Clinton	Clinton, Pennsylvania, US
2267	84042037	Pennsylvania	Columbia	Columbia, Pennsylvania, US
2268	84042039	Pennsylvania	Crawford	Crawford, Pennsylvania, US
2269	84042041	Pennsylvania	Cumberland	Cumberland, Pennsylvania, US
2270	84042043	Pennsylvania	Dauphin	Dauphin, Pennsylvania, US
2271	84042045	Pennsylvania	Delaware	Delaware, Pennsylvania, US
2272	84042047	Pennsylvania	Elk	Elk, Pennsylvania, US
2273	84042049	Pennsylvania	Erie	Erie, Pennsylvania, US
2274	84042051	Pennsylvania	Fayette	Fayette, Pennsylvania, US
2275	84042053	Pennsylvania	Forest	Forest, Pennsylvania, US
2276	84042055	Pennsylvania	Franklin	Franklin, Pennsylvania, US
2277	84042057	Pennsylvania	Fulton	Fulton, Pennsylvania, US
2278	84042059	Pennsylvania	Greene	Greene, Pennsylvania, US
2279	84042061	Pennsylvania	Huntingdon	Huntingdon, Pennsylvania, US
2280	84042063	Pennsylvania	Indiana	Indiana, Pennsylvania, US
2281	84042065	Pennsylvania	Jefferson	Jefferson, Pennsylvania, US
2282	84042067	Pennsylvania	Juniata	Juniata, Pennsylvania, US
2283	84042069	Pennsylvania	Lackawanna	Lackawanna, Pennsylvania, US
2284	84042071	Pennsylvania	Lancaster	Lancaster, Pennsylvania, US
2285	84042073	Pennsylvania	Lawrence	Lawrence, Pennsylvania, US
2286	84042075	Pennsylvania	Lebanon	Lebanon, Pennsylvania, US
2287	84042077	Pennsylvania	Lehigh	Lehigh, Pennsylvania, US
2288	84042079	Pennsylvania	Luzerne	Luzerne, Pennsylvania, US
2289	84042081	Pennsylvania	Lycoming	Lycoming, Pennsylvania, US
2290	84042083	Pennsylvania	McKean	McKean,Pennsylvania,US
2291	84042085	Pennsylvania	Mercer	Mercer, Pennsylvania, US
2292	84042087	Pennsylvania	Mifflin	Mifflin, Pennsylvania, US
2293	84042089	Pennsylvania	Monroe	Monroe, Pennsylvania, US
2294	84042091	Pennsylvania	Montgomery	Montgomery, Pennsylvania, US
2295	84042093	Pennsylvania	Montour	Montour, Pennsylvania, US
2296	84042095	Pennsylvania	Northampton	Northampton, Pennsylvania, US
2297	84042097	Pennsylvania	Northumberland	Northumberland, Pennsylvania, US
2298	84042099	Pennsylvania	Perry	Perry, Pennsylvania, US
2299	84042101	Pennsylvania	Philadelphia	Philadelphia, Pennsylvania, US
2300	84042103	Pennsylvania	Pike	Pike, Pennsylvania, US
2301	84042105	Pennsylvania	Potter	Potter, Pennsylvania, US
2302	84042107	Pennsylvania	Schuylkill	Schuylkill, Pennsylvania, US
2303	84042109	Pennsylvania	Snyder	Snyder, Pennsylvania, US
2304	84042111	Pennsylvania	Somerset	Somerset, Pennsylvania, US
2305	84042113	Pennsylvania	Sullivan	Sullivan, Pennsylvania, US
2306	84042115	Pennsylvania	Susquehanna	Susquehanna, Pennsylvania, US
2307	84042117	Pennsylvania	Tioga	Tioga, Pennsylvania, US
2308	84042119	Pennsylvania	Union	Union, Pennsylvania, US
